rider,course,distance_m,power_w
baseline,Flanders,42846,306
baseline,Flanders,42904,306
baseline,Flanders,42962,306
baseline,Flanders,43020,306
baseline,Flanders,43078,306
baseline,Flanders,43137,306
baseline,Flanders,43195,306
baseline,Flanders,43253,306
baseline,Flanders,43311,306
male_tt,Flanders,11,430
male_tt,Flanders,67,430
male_tt,Flanders,127,430
male_tt,Flanders,188,430
male_tt,Flanders,251,430
male_tt,Flanders,315,430
male_tt,Flanders,380,430
male_tt,Flanders,445,430
male_tt,Flanders,510,430
male_tt,Flanders,576,430
male_tt,Flanders,641,430
male_tt,Flanders,707,430
male_tt,Flanders,773,430
male_tt,Flanders,839,430
male_tt,Flanders,904,430
male_tt,Flanders,970,430
male_tt,Flanders,1036,430
male_tt,Flanders,1102,430
male_tt,Flanders,1167,430
male_tt,Flanders,1233,430
male_tt,Flanders,1299,430
male_tt,Flanders,1365,430
male_tt,Flanders,1431,430
male_tt,Flanders,1496,430
male_tt,Flanders,1562,430
male_tt,Flanders,1628,430
male_tt,Flanders,1694,430
male_tt,Flanders,1760,430
male_tt,Flanders,1825,430
male_tt,Flanders,1891,430
male_tt,Flanders,1957,430
male_tt,Flanders,2023,430
male_tt,Flanders,2089,430
male_tt,Flanders,2154,430
male_tt,Flanders,2220,430
male_tt,Flanders,2286,430
male_tt,Flanders,2352,430
male_tt,Flanders,2418,430
male_tt,Flanders,2483,430
male_tt,Flanders,2549,430
male_tt,Flanders,2615,430
male_tt,Flanders,2681,430
male_tt,Flanders,2747,430
male_tt,Flanders,2812,430
male_tt,Flanders,2878,430
male_tt,Flanders,2944,430
male_tt,Flanders,3010,430
male_tt,Flanders,3076,430
male_tt,Flanders,3141,430
male_tt,Flanders,3207,430
male_tt,Flanders,3273,430
male_tt,Flanders,3339,430
male_tt,Flanders,3405,430
male_tt,Flanders,3470,430
male_tt,Flanders,3536,430
male_tt,Flanders,3602,430
male_tt,Flanders,3668,430
male_tt,Flanders,3734,430
male_tt,Flanders,3799,430
male_tt,Flanders,3865,430
male_tt,Flanders,3931,430
male_tt,Flanders,3997,430
male_tt,Flanders,4063,430
male_tt,Flanders,4128,430
male_tt,Flanders,4194,430
male_tt,Flanders,4260,430
male_tt,Flanders,4326,430
male_tt,Flanders,4392,430
male_tt,Flanders,4457,430
male_tt,Flanders,4523,430
male_tt,Flanders,4589,430
male_tt,Flanders,4655,430
male_tt,Flanders,4721,430
male_tt,Flanders,4786,430
male_tt,Flanders,4852,430
male_tt,Flanders,4918,430
male_tt,Flanders,4984,430
male_tt,Flanders,5050,430
male_tt,Flanders,5115,430
male_tt,Flanders,5181,430
male_tt,Flanders,5247,430
male_tt,Flanders,5313,430
male_tt,Flanders,5378,430
male_tt,Flanders,5444,430
male_tt,Flanders,5510,430
male_tt,Flanders,5576,430
male_tt,Flanders,5642,430
male_tt,Flanders,5707,430
male_tt,Flanders,5773,430
male_tt,Flanders,5839,430
male_tt,Flanders,5905,430
male_tt,Flanders,5971,430
male_tt,Flanders,6036,430
male_tt,Flanders,6102,430
male_tt,Flanders,6168,430
male_tt,Flanders,6234,430
male_tt,Flanders,6300,430
male_tt,Flanders,6365,430
male_tt,Flanders,6431,430
male_tt,Flanders,6497,430
male_tt,Flanders,6563,430
male_tt,Flanders,6629,430
male_tt,Flanders,6694,430
male_tt,Flanders,6760,430
male_tt,Flanders,6826,430
male_tt,Flanders,6892,430
male_tt,Flanders,6958,430
male_tt,Flanders,7023,430
male_tt,Flanders,7089,430
male_tt,Flanders,7155,430
male_tt,Flanders,7221,430
male_tt,Flanders,7287,430
male_tt,Flanders,7352,430
male_tt,Flanders,7418,430
male_tt,Flanders,7484,430
male_tt,Flanders,7550,430
male_tt,Flanders,7616,430
male_tt,Flanders,7681,430
male_tt,Flanders,7747,430
male_tt,Flanders,7813,430
male_tt,Flanders,7879,430
male_tt,Flanders,7945,430
male_tt,Flanders,8010,430
male_tt,Flanders,8076,430
male_tt,Flanders,8142,430
male_tt,Flanders,8208,430
male_tt,Flanders,8274,430
male_tt,Flanders,8339,430
male_tt,Flanders,8405,430
male_tt,Flanders,8471,430
male_tt,Flanders,8537,430
male_tt,Flanders,8603,430
male_tt,Flanders,8668,430
male_tt,Flanders,8734,430
male_tt,Flanders,8800,430
male_tt,Flanders,8866,430
male_tt,Flanders,8932,430
male_tt,Flanders,8997,430
male_tt,Flanders,9063,430
male_tt,Flanders,9129,430
male_tt,Flanders,9195,430
male_tt,Flanders,9261,430
male_tt,Flanders,9326,430
male_tt,Flanders,9392,430
male_tt,Flanders,9458,430
male_tt,Flanders,9524,430
male_tt,Flanders,9590,430
male_tt,Flanders,9655,430
male_tt,Flanders,9721,430
male_tt,Flanders,9787,430
male_tt,Flanders,9853,430
male_tt,Flanders,9919,430
male_tt,Flanders,9984,430
male_tt,Flanders,10050,430
male_tt,Flanders,10116,430
male_tt,Flanders,10182,430
male_tt,Flanders,10248,430
male_tt,Flanders,10313,430
male_tt,Flanders,10379,430
male_tt,Flanders,10445,430
male_tt,Flanders,10511,430
male_tt,Flanders,10577,430
male_tt,Flanders,10642,430
male_tt,Flanders,10708,430
male_tt,Flanders,10774,430
male_tt,Flanders,10840,430
male_tt,Flanders,10906,430
male_tt,Flanders,10971,430
male_tt,Flanders,11037,430
male_tt,Flanders,11103,430
male_tt,Flanders,11169,430
male_tt,Flanders,11235,430
male_tt,Flanders,11300,430
male_tt,Flanders,11366,430
male_tt,Flanders,11432,430
male_tt,Flanders,11498,430
male_tt,Flanders,11564,430
male_tt,Flanders,11631,430
male_tt,Flanders,11699,430
male_tt,Flanders,11767,430
male_tt,Flanders,11835,430
male_tt,Flanders,11904,430
male_tt,Flanders,11972,430
male_tt,Flanders,12041,430
male_tt,Flanders,12110,430
male_tt,Flanders,12179,430
male_tt,Flanders,12248,430
male_tt,Flanders,12316,430
male_tt,Flanders,12385,430
male_tt,Flanders,12454,430
male_tt,Flanders,12523,430
male_tt,Flanders,12592,430
male_tt,Flanders,12661,430
male_tt,Flanders,12730,430
male_tt,Flanders,12799,430
male_tt,Flanders,12867,430
male_tt,Flanders,12936,430
male_tt,Flanders,13005,430
male_tt,Flanders,13074,430
male_tt,Flanders,13143,430
male_tt,Flanders,13212,430
male_tt,Flanders,13281,430
male_tt,Flanders,13350,430
male_tt,Flanders,13419,430
male_tt,Flanders,13487,430
male_tt,Flanders,13556,430
male_tt,Flanders,13625,430
male_tt,Flanders,13694,430
male_tt,Flanders,13763,430
male_tt,Flanders,13832,430
male_tt,Flanders,13901,430
male_tt,Flanders,13970,430
male_tt,Flanders,14039,430
male_tt,Flanders,14108,430
male_tt,Flanders,14176,430
male_tt,Flanders,14245,430
male_tt,Flanders,14314,430
male_tt,Flanders,14383,430
male_tt,Flanders,14452,430
male_tt,Flanders,14521,430
male_tt,Flanders,14590,430
male_tt,Flanders,14659,430
male_tt,Flanders,14728,430
male_tt,Flanders,14796,430
male_tt,Flanders,14865,430
male_tt,Flanders,14934,430
male_tt,Flanders,15003,430
male_tt,Flanders,15072,430
male_tt,Flanders,15141,430
male_tt,Flanders,15210,430
male_tt,Flanders,15279,430
male_tt,Flanders,15348,430
male_tt,Flanders,15416,430
male_tt,Flanders,15485,430
male_tt,Flanders,15554,430
male_tt,Flanders,15623,430
male_tt,Flanders,15692,430
male_tt,Flanders,15761,430
male_tt,Flanders,15830,430
male_tt,Flanders,15899,430
male_tt,Flanders,15968,430
male_tt,Flanders,16036,430
male_tt,Flanders,16105,430
male_tt,Flanders,16174,430
male_tt,Flanders,16243,430
male_tt,Flanders,16312,430
male_tt,Flanders,16381,430
male_tt,Flanders,16450,430
male_tt,Flanders,16519,430
male_tt,Flanders,16588,430
male_tt,Flanders,16657,430
male_tt,Flanders,16725,430
male_tt,Flanders,16794,430
male_tt,Flanders,16863,430
male_tt,Flanders,16932,430
male_tt,Flanders,17001,430
male_tt,Flanders,17070,430
male_tt,Flanders,17139,430
male_tt,Flanders,17208,430
male_tt,Flanders,17277,430
male_tt,Flanders,17345,430
male_tt,Flanders,17414,430
male_tt,Flanders,17483,430
male_tt,Flanders,17552,430
male_tt,Flanders,17621,430
male_tt,Flanders,17690,430
male_tt,Flanders,17759,430
male_tt,Flanders,17828,430
male_tt,Flanders,17897,430
male_tt,Flanders,17965,430
male_tt,Flanders,18034,430
male_tt,Flanders,18103,430
male_tt,Flanders,18172,430
male_tt,Flanders,18241,430
male_tt,Flanders,18310,430
male_tt,Flanders,18379,430
male_tt,Flanders,18448,430
male_tt,Flanders,18517,430
male_tt,Flanders,18585,430
male_tt,Flanders,18654,430
male_tt,Flanders,18723,430
male_tt,Flanders,18792,430
male_tt,Flanders,18861,430
male_tt,Flanders,18930,430
male_tt,Flanders,18999,430
male_tt,Flanders,19068,430
male_tt,Flanders,19137,430
male_tt,Flanders,19206,430
male_tt,Flanders,19274,430
male_tt,Flanders,19343,430
male_tt,Flanders,19412,430
male_tt,Flanders,19481,430
male_tt,Flanders,19550,430
male_tt,Flanders,19619,430
male_tt,Flanders,19688,430
male_tt,Flanders,19757,430
male_tt,Flanders,19826,430
male_tt,Flanders,19894,430
male_tt,Flanders,19963,430
male_tt,Flanders,20032,430
male_tt,Flanders,20101,430
male_tt,Flanders,20170,430
male_tt,Flanders,20239,430
male_tt,Flanders,20308,430
male_tt,Flanders,20377,430
male_tt,Flanders,20446,430
male_tt,Flanders,20514,430
male_tt,Flanders,20583,430
male_tt,Flanders,20652,430
male_tt,Flanders,20721,430
male_tt,Flanders,20790,430
male_tt,Flanders,20859,430
male_tt,Flanders,20928,430
male_tt,Flanders,20997,430
male_tt,Flanders,21066,430
male_tt,Flanders,21134,430
male_tt,Flanders,21203,430
male_tt,Flanders,21272,430
male_tt,Flanders,21341,430
male_tt,Flanders,21410,430
male_tt,Flanders,21479,430
male_tt,Flanders,21548,430
male_tt,Flanders,21617,430
male_tt,Flanders,21686,430
male_tt,Flanders,21755,430
male_tt,Flanders,21823,430
male_tt,Flanders,21892,430
male_tt,Flanders,21961,430
male_tt,Flanders,22030,430
male_tt,Flanders,22099,430
male_tt,Flanders,22168,430
male_tt,Flanders,22237,430
male_tt,Flanders,22306,430
male_tt,Flanders,22375,430
male_tt,Flanders,22443,430
male_tt,Flanders,22512,430
male_tt,Flanders,22581,430
male_tt,Flanders,22650,430
male_tt,Flanders,22719,430
male_tt,Flanders,22788,430
male_tt,Flanders,22857,430
male_tt,Flanders,22926,430
male_tt,Flanders,22995,430
male_tt,Flanders,23063,430
male_tt,Flanders,23132,430
male_tt,Flanders,23201,430
male_tt,Flanders,23270,430
male_tt,Flanders,23339,430
male_tt,Flanders,23408,430
male_tt,Flanders,23477,430
male_tt,Flanders,23546,430
male_tt,Flanders,23615,430
male_tt,Flanders,23683,430
male_tt,Flanders,23752,430
male_tt,Flanders,23821,430
male_tt,Flanders,23890,430
male_tt,Flanders,23959,430
male_tt,Flanders,24028,430
male_tt,Flanders,24097,430
male_tt,Flanders,24166,430
male_tt,Flanders,24235,430
male_tt,Flanders,24304,430
male_tt,Flanders,24372,430
male_tt,Flanders,24441,430
male_tt,Flanders,24510,430
male_tt,Flanders,24579,430
male_tt,Flanders,24649,430
male_tt,Flanders,24719,430
male_tt,Flanders,24789,430
male_tt,Flanders,24859,430
male_tt,Flanders,24929,430
male_tt,Flanders,24999,430
male_tt,Flanders,25070,430
male_tt,Flanders,25140,430
male_tt,Flanders,25211,430
male_tt,Flanders,25281,430
male_tt,Flanders,25352,430
male_tt,Flanders,25422,430
male_tt,Flanders,25492,430
male_tt,Flanders,25563,430
male_tt,Flanders,25633,430
male_tt,Flanders,25704,430
male_tt,Flanders,25774,430
male_tt,Flanders,25845,430
male_tt,Flanders,25915,430
male_tt,Flanders,25986,430
male_tt,Flanders,26056,430
male_tt,Flanders,26127,430
male_tt,Flanders,26197,430
male_tt,Flanders,26268,430
male_tt,Flanders,26338,430
male_tt,Flanders,26409,430
male_tt,Flanders,26479,430
male_tt,Flanders,26549,430
male_tt,Flanders,26620,430
male_tt,Flanders,26690,430
male_tt,Flanders,26761,430
male_tt,Flanders,26831,430
male_tt,Flanders,26902,430
male_tt,Flanders,26972,430
male_tt,Flanders,27043,430
male_tt,Flanders,27113,430
male_tt,Flanders,27184,430
male_tt,Flanders,27254,430
male_tt,Flanders,27325,430
male_tt,Flanders,27395,430
male_tt,Flanders,27466,430
male_tt,Flanders,27536,430
male_tt,Flanders,27607,430
male_tt,Flanders,27677,430
male_tt,Flanders,27747,430
male_tt,Flanders,27818,430
male_tt,Flanders,27888,430
male_tt,Flanders,27959,430
male_tt,Flanders,28029,430
male_tt,Flanders,28100,430
male_tt,Flanders,28170,430
male_tt,Flanders,28241,430
male_tt,Flanders,28311,430
male_tt,Flanders,28382,430
male_tt,Flanders,28452,430
male_tt,Flanders,28523,430
male_tt,Flanders,28593,430
male_tt,Flanders,28664,430
male_tt,Flanders,28734,430
male_tt,Flanders,28804,430
male_tt,Flanders,28875,430
male_tt,Flanders,28945,430
male_tt,Flanders,29016,430
male_tt,Flanders,29086,430
male_tt,Flanders,29157,430
male_tt,Flanders,29227,430
male_tt,Flanders,29298,430
male_tt,Flanders,29368,430
male_tt,Flanders,29439,430
male_tt,Flanders,29509,430
male_tt,Flanders,29580,430
male_tt,Flanders,29650,430
male_tt,Flanders,29721,430
male_tt,Flanders,29791,430
male_tt,Flanders,29861,430
male_tt,Flanders,29932,430
male_tt,Flanders,30002,430
male_tt,Flanders,30073,430
male_tt,Flanders,30143,430
male_tt,Flanders,30214,430
male_tt,Flanders,30284,430
male_tt,Flanders,30355,430
male_tt,Flanders,30425,430
male_tt,Flanders,30496,430
male_tt,Flanders,30566,430
male_tt,Flanders,30636,430
male_tt,Flanders,30706,430
male_tt,Flanders,30775,430
male_tt,Flanders,30844,430
male_tt,Flanders,30913,430
male_tt,Flanders,30982,430
male_tt,Flanders,31051,430
male_tt,Flanders,31120,430
male_tt,Flanders,31189,430
male_tt,Flanders,31258,430
male_tt,Flanders,31327,430
male_tt,Flanders,31396,430
male_tt,Flanders,31465,430
male_tt,Flanders,31534,430
male_tt,Flanders,31603,430
male_tt,Flanders,31672,430
male_tt,Flanders,31741,430
male_tt,Flanders,31809,430
male_tt,Flanders,31878,430
male_tt,Flanders,31947,430
male_tt,Flanders,32016,430
male_tt,Flanders,32085,430
male_tt,Flanders,32154,430
male_tt,Flanders,32223,430
male_tt,Flanders,32292,430
male_tt,Flanders,32361,430
male_tt,Flanders,32429,430
male_tt,Flanders,32498,430
male_tt,Flanders,32567,430
male_tt,Flanders,32636,430
male_tt,Flanders,32705,430
male_tt,Flanders,32774,430
male_tt,Flanders,32843,430
male_tt,Flanders,32912,430
male_tt,Flanders,32981,430
male_tt,Flanders,33049,430
male_tt,Flanders,33118,430
male_tt,Flanders,33187,430
male_tt,Flanders,33256,430
male_tt,Flanders,33325,430
male_tt,Flanders,33394,430
male_tt,Flanders,33463,430
male_tt,Flanders,33532,430
male_tt,Flanders,33601,430
male_tt,Flanders,33669,429
male_tt,Flanders,33738,429
male_tt,Flanders,33807,429
male_tt,Flanders,33876,429
male_tt,Flanders,33945,428
male_tt,Flanders,34014,428
male_tt,Flanders,34082,428
male_tt,Flanders,34151,427
male_tt,Flanders,34220,427
male_tt,Flanders,34289,427
male_tt,Flanders,34357,427
male_tt,Flanders,34426,426
male_tt,Flanders,34495,426
male_tt,Flanders,34563,426
male_tt,Flanders,34632,426
male_tt,Flanders,34701,425
male_tt,Flanders,34769,425
male_tt,Flanders,34838,425
male_tt,Flanders,34906,425
male_tt,Flanders,34975,424
male_tt,Flanders,35044,424
male_tt,Flanders,35112,424
male_tt,Flanders,35181,424
male_tt,Flanders,35249,423
male_tt,Flanders,35318,423
male_tt,Flanders,35386,423
male_tt,Flanders,35455,423
male_tt,Flanders,35523,423
male_tt,Flanders,35592,422
male_tt,Flanders,35660,422
male_tt,Flanders,35728,422
male_tt,Flanders,35797,422
male_tt,Flanders,35865,422
male_tt,Flanders,35934,422
male_tt,Flanders,36002,421
male_tt,Flanders,36070,421
male_tt,Flanders,36139,421
male_tt,Flanders,36207,421
male_tt,Flanders,36276,421
male_tt,Flanders,36344,421
male_tt,Flanders,36412,420
male_tt,Flanders,36481,420
male_tt,Flanders,36549,420
male_tt,Flanders,36617,420
male_tt,Flanders,36685,420
male_tt,Flanders,36754,420
male_tt,Flanders,36822,420
male_tt,Flanders,36890,419
male_tt,Flanders,36958,419
male_tt,Flanders,37027,419
male_tt,Flanders,37095,419
male_tt,Flanders,37163,419
male_tt,Flanders,37231,419
male_tt,Flanders,37300,419
male_tt,Flanders,37368,418
male_tt,Flanders,37436,418
male_tt,Flanders,37504,418
male_tt,Flanders,37572,418
male_tt,Flanders,37640,418
male_tt,Flanders,37709,418
male_tt,Flanders,37777,418
male_tt,Flanders,37845,418
male_tt,Flanders,37913,417
male_tt,Flanders,37981,417
male_tt,Flanders,38049,417
male_tt,Flanders,38117,417
male_tt,Flanders,38186,417
male_tt,Flanders,38254,417
male_tt,Flanders,38322,417
male_tt,Flanders,38390,417
male_tt,Flanders,38458,417
male_tt,Flanders,38526,416
male_tt,Flanders,38594,416
male_tt,Flanders,38662,416
male_tt,Flanders,38730,416
male_tt,Flanders,38798,416
male_tt,Flanders,38866,416
male_tt,Flanders,38934,416
male_tt,Flanders,39002,416
male_tt,Flanders,39070,416
male_tt,Flanders,39138,416
male_tt,Flanders,39206,416
male_tt,Flanders,39274,415
male_tt,Flanders,39342,415
male_tt,Flanders,39410,415
male_tt,Flanders,39478,415
male_tt,Flanders,39546,415
male_tt,Flanders,39615,415
male_tt,Flanders,39683,415
male_tt,Flanders,39752,415
male_tt,Flanders,39821,415
male_tt,Flanders,39891,415
male_tt,Flanders,39960,415
male_tt,Flanders,40029,415
male_tt,Flanders,40099,414
male_tt,Flanders,40168,414
male_tt,Flanders,40238,414
male_tt,Flanders,40307,414
male_tt,Flanders,40377,414
male_tt,Flanders,40446,414
male_tt,Flanders,40516,414
male_tt,Flanders,40585,414
male_tt,Flanders,40655,414
male_tt,Flanders,40724,414
male_tt,Flanders,40794,414
male_tt,Flanders,40863,414
male_tt,Flanders,40933,414
male_tt,Flanders,41002,413
male_tt,Flanders,41071,413
male_tt,Flanders,41141,413
male_tt,Flanders,41210,413
male_tt,Flanders,41280,413
male_tt,Flanders,41349,413
male_tt,Flanders,41419,413
male_tt,Flanders,41488,413
male_tt,Flanders,41558,413
male_tt,Flanders,41627,413
male_tt,Flanders,41696,413
male_tt,Flanders,41766,413
male_tt,Flanders,41835,413
male_tt,Flanders,41905,413
male_tt,Flanders,41974,413
male_tt,Flanders,42043,413
male_tt,Flanders,42113,412
male_tt,Flanders,42182,412
male_tt,Flanders,42252,412
male_tt,Flanders,42321,412
male_tt,Flanders,42390,412
male_tt,Flanders,42460,412
male_tt,Flanders,42529,412
male_tt,Flanders,42598,412
male_tt,Flanders,42668,412
male_tt,Flanders,42737,412
male_tt,Flanders,42807,412
male_tt,Flanders,42876,412
male_tt,Flanders,42945,412
male_tt,Flanders,43015,412
male_tt,Flanders,43084,412
male_tt,Flanders,43153,412
male_tt,Flanders,43223,412
male_tt,Flanders,43292,412
female_tt,Flanders,8,299
female_tt,Flanders,55,299
female_tt,Flanders,105,299
female_tt,Flanders,158,299
female_tt,Flanders,213,299
female_tt,Flanders,269,299
female_tt,Flanders,326,299
female_tt,Flanders,383,299
female_tt,Flanders,441,299
female_tt,Flanders,499,299
female_tt,Flanders,557,299
female_tt,Flanders,615,299
female_tt,Flanders,673,299
female_tt,Flanders,731,299
female_tt,Flanders,789,299
female_tt,Flanders,848,299
female_tt,Flanders,906,299
female_tt,Flanders,964,299
female_tt,Flanders,1023,299
female_tt,Flanders,1081,299
female_tt,Flanders,1139,299
female_tt,Flanders,1197,299
female_tt,Flanders,1256,299
female_tt,Flanders,1314,299
female_tt,Flanders,1372,299
female_tt,Flanders,1431,299
female_tt,Flanders,1489,299
female_tt,Flanders,1547,299
female_tt,Flanders,1606,299
female_tt,Flanders,1664,299
female_tt,Flanders,1722,299
female_tt,Flanders,1781,299
female_tt,Flanders,1839,299
female_tt,Flanders,1897,299
female_tt,Flanders,1956,299
female_tt,Flanders,2014,299
female_tt,Flanders,2072,299
female_tt,Flanders,2131,299
female_tt,Flanders,2189,299
female_tt,Flanders,2247,299
female_tt,Flanders,2305,299
female_tt,Flanders,2364,299
female_tt,Flanders,2422,299
female_tt,Flanders,2480,299
female_tt,Flanders,2539,299
female_tt,Flanders,2597,299
female_tt,Flanders,2655,299
female_tt,Flanders,2714,299
female_tt,Flanders,2772,299
female_tt,Flanders,2830,299
female_tt,Flanders,2889,299
female_tt,Flanders,2947,299
female_tt,Flanders,3005,299
female_tt,Flanders,3064,299
female_tt,Flanders,3122,299
female_tt,Flanders,3180,299
female_tt,Flanders,3239,299
female_tt,Flanders,3297,299
female_tt,Flanders,3355,299
female_tt,Flanders,3413,299
female_tt,Flanders,3472,299
female_tt,Flanders,3530,299
female_tt,Flanders,3588,299
female_tt,Flanders,3647,299
female_tt,Flanders,3705,299
female_tt,Flanders,3763,299
female_tt,Flanders,3822,299
female_tt,Flanders,3880,299
female_tt,Flanders,3938,299
female_tt,Flanders,3997,299
female_tt,Flanders,4055,299
female_tt,Flanders,4113,299
female_tt,Flanders,4172,299
female_tt,Flanders,4230,299
female_tt,Flanders,4288,299
female_tt,Flanders,4347,299
female_tt,Flanders,4405,299
female_tt,Flanders,4463,299
female_tt,Flanders,4521,299
female_tt,Flanders,4580,299
female_tt,Flanders,4638,299
female_tt,Flanders,4696,299
female_tt,Flanders,4755,299
female_tt,Flanders,4813,299
female_tt,Flanders,4871,299
female_tt,Flanders,4930,299
female_tt,Flanders,4988,299
female_tt,Flanders,5046,299
female_tt,Flanders,5105,299
female_tt,Flanders,5163,299
female_tt,Flanders,5221,299
female_tt,Flanders,5280,299
female_tt,Flanders,5338,299
female_tt,Flanders,5396,299
female_tt,Flanders,5455,299
female_tt,Flanders,5513,299
female_tt,Flanders,5571,299
female_tt,Flanders,5629,299
female_tt,Flanders,5688,299
female_tt,Flanders,5746,299
female_tt,Flanders,5804,299
female_tt,Flanders,5863,299
female_tt,Flanders,5921,299
female_tt,Flanders,5979,299
female_tt,Flanders,6038,299
female_tt,Flanders,6096,299
female_tt,Flanders,6154,299
female_tt,Flanders,6213,299
female_tt,Flanders,6271,299
female_tt,Flanders,6329,299
female_tt,Flanders,6388,299
female_tt,Flanders,6446,299
female_tt,Flanders,6504,299
female_tt,Flanders,6562,299
female_tt,Flanders,6621,299
female_tt,Flanders,6679,299
female_tt,Flanders,6737,299
female_tt,Flanders,6796,299
female_tt,Flanders,6854,299
female_tt,Flanders,6912,299
female_tt,Flanders,6971,299
female_tt,Flanders,7029,299
female_tt,Flanders,7087,299
female_tt,Flanders,7146,299
female_tt,Flanders,7204,299
female_tt,Flanders,7262,299
female_tt,Flanders,7321,299
female_tt,Flanders,7379,299
female_tt,Flanders,7437,299
female_tt,Flanders,7496,299
female_tt,Flanders,7554,299
female_tt,Flanders,7612,299
female_tt,Flanders,7670,299
female_tt,Flanders,7729,299
female_tt,Flanders,7787,299
female_tt,Flanders,7845,299
female_tt,Flanders,7904,299
female_tt,Flanders,7962,299
female_tt,Flanders,8020,299
female_tt,Flanders,8079,299
female_tt,Flanders,8137,299
female_tt,Flanders,8195,299
female_tt,Flanders,8254,299
female_tt,Flanders,8312,299
female_tt,Flanders,8370,299
female_tt,Flanders,8429,299
female_tt,Flanders,8487,299
female_tt,Flanders,8545,299
female_tt,Flanders,8604,299
female_tt,Flanders,8662,299
female_tt,Flanders,8720,299
female_tt,Flanders,8778,299
female_tt,Flanders,8837,299
female_tt,Flanders,8895,299
female_tt,Flanders,8953,299
female_tt,Flanders,9012,299
female_tt,Flanders,9070,299
female_tt,Flanders,9128,299
female_tt,Flanders,9187,299
female_tt,Flanders,9245,299
female_tt,Flanders,9303,299
female_tt,Flanders,9362,299
female_tt,Flanders,9420,299
female_tt,Flanders,9478,299
female_tt,Flanders,9537,299
female_tt,Flanders,9595,299
female_tt,Flanders,9653,299
female_tt,Flanders,9712,299
female_tt,Flanders,9770,299
female_tt,Flanders,9828,299
female_tt,Flanders,9886,299
female_tt,Flanders,9945,299
female_tt,Flanders,10003,299
female_tt,Flanders,10061,299
female_tt,Flanders,10120,299
female_tt,Flanders,10178,299
female_tt,Flanders,10236,299
female_tt,Flanders,10295,299
female_tt,Flanders,10353,299
female_tt,Flanders,10411,299
female_tt,Flanders,10470,299
female_tt,Flanders,10528,299
female_tt,Flanders,10586,299
female_tt,Flanders,10645,299
female_tt,Flanders,10703,299
female_tt,Flanders,10761,299
female_tt,Flanders,10820,299
female_tt,Flanders,10878,299
female_tt,Flanders,10936,299
female_tt,Flanders,10994,299
female_tt,Flanders,11053,299
female_tt,Flanders,11111,299
female_tt,Flanders,11169,299
female_tt,Flanders,11228,299
female_tt,Flanders,11286,299
female_tt,Flanders,11344,299
female_tt,Flanders,11403,299
female_tt,Flanders,11461,299
female_tt,Flanders,11519,299
female_tt,Flanders,11578,299
female_tt,Flanders,11638,299
female_tt,Flanders,11699,299
female_tt,Flanders,11759,299
female_tt,Flanders,11820,299
female_tt,Flanders,11881,299
female_tt,Flanders,11942,299
female_tt,Flanders,12004,299
female_tt,Flanders,12065,299
female_tt,Flanders,12126,299
female_tt,Flanders,12188,299
female_tt,Flanders,12249,299
female_tt,Flanders,12310,299
female_tt,Flanders,12372,299
female_tt,Flanders,12433,299
female_tt,Flanders,12494,299
female_tt,Flanders,12556,299
female_tt,Flanders,12617,299
female_tt,Flanders,12679,299
female_tt,Flanders,12740,299
female_tt,Flanders,12801,299
female_tt,Flanders,12863,299
female_tt,Flanders,12924,299
female_tt,Flanders,12985,299
female_tt,Flanders,13047,299
female_tt,Flanders,13108,299
female_tt,Flanders,13170,299
female_tt,Flanders,13231,299
female_tt,Flanders,13292,299
female_tt,Flanders,13354,299
female_tt,Flanders,13415,299
female_tt,Flanders,13476,299
female_tt,Flanders,13538,299
female_tt,Flanders,13599,299
female_tt,Flanders,13661,299
female_tt,Flanders,13722,299
female_tt,Flanders,13783,299
female_tt,Flanders,13845,299
female_tt,Flanders,13906,299
female_tt,Flanders,13967,299
female_tt,Flanders,14029,299
female_tt,Flanders,14090,299
female_tt,Flanders,14152,299
female_tt,Flanders,14213,299
female_tt,Flanders,14274,299
female_tt,Flanders,14336,299
female_tt,Flanders,14397,299
female_tt,Flanders,14459,299
female_tt,Flanders,14520,299
female_tt,Flanders,14581,299
female_tt,Flanders,14643,299
female_tt,Flanders,14704,299
female_tt,Flanders,14765,299
female_tt,Flanders,14827,299
female_tt,Flanders,14888,299
female_tt,Flanders,14950,299
female_tt,Flanders,15011,299
female_tt,Flanders,15072,299
female_tt,Flanders,15134,299
female_tt,Flanders,15195,299
female_tt,Flanders,15256,299
female_tt,Flanders,15318,299
female_tt,Flanders,15379,299
female_tt,Flanders,15441,299
female_tt,Flanders,15502,299
female_tt,Flanders,15563,299
female_tt,Flanders,15625,299
female_tt,Flanders,15686,299
female_tt,Flanders,15747,299
female_tt,Flanders,15809,299
female_tt,Flanders,15870,299
female_tt,Flanders,15932,299
female_tt,Flanders,15993,299
female_tt,Flanders,16054,299
female_tt,Flanders,16116,299
female_tt,Flanders,16177,299
female_tt,Flanders,16238,299
female_tt,Flanders,16300,299
female_tt,Flanders,16361,299
female_tt,Flanders,16423,299
female_tt,Flanders,16484,299
female_tt,Flanders,16545,299
female_tt,Flanders,16607,299
female_tt,Flanders,16668,299
female_tt,Flanders,16730,299
female_tt,Flanders,16791,299
female_tt,Flanders,16852,299
female_tt,Flanders,16914,299
female_tt,Flanders,16975,299
female_tt,Flanders,17036,299
female_tt,Flanders,17098,299
